date,close,high,low,open,volume,sma_50,sma_200,ema_50,ema_200,macd_12_26_9,macdh_12_26_9,macds_12_26_9,rsi_14,bbl_5_2_0_2_0,bbm_5_2_0_2_0,bbu_5_2_0_2_0,bbb_5_2_0_2_0,bbp_5_2_0_2_0,atrr_14,vwap_d,obv,target
2018-10-16,18.439332962036133,18.492000579833984,17.482667922973633,17.713333129882812,142896000,20.077239990234375,20.861733293533327,19.484635030563147,20.861733293533327,-0.7132955223698794,-0.062368460957292315,-0.650927061412587,48.14514972146464,16.15169472119159,17.38759994506836,18.62350516894513,14.215938114303231,0.92549096672183,1.0912249705852224,18.13800048828125,-2230504500.0,0
2018-10-17,18.118667602539062,18.84666633605957,17.719999313354492,18.82666778564453,129832500,19.933520011901855,20.845483293533327,19.431067680444556,20.834439107553283,-0.6523652933800257,-0.0011505855739508686,-0.6512147078060748,46.48449295349273,16.246193691778657,17.586266708374026,18.926339724969395,15.239994238882643,0.6986462258294217,1.0937565457366407,18.228444417317707,-2360337000.0,0
2018-10-18,17.5939998626709,18.066667556762695,17.53333282470703,17.952667236328125,81318000,19.791613349914552,20.82770329475403,19.359025805237746,20.802195930987292,-0.6390474089657197,0.00973383907228409,-0.6487812480380037,43.821144140582376,16.702648860392486,17.74200019836426,18.781351536336032,11.716281437845966,0.42880158504333393,1.0574407051720258,17.731333414713543,-2441655000.0,0
2018-10-19,17.333332061767578,17.977333068847656,16.899999618530273,17.826000213623047,140632500,19.668346633911128,20.809496622085575,19.279586834905583,20.7676798725871,-0.642124590092493,0.0053253263564086994,-0.6474499164489017,42.51774368065908,16.75535145097494,17.75826644897461,18.76118144697428,11.295190337202998,0.2881503477091432,1.0588616155395514,17.403554916381836,-2582287500.0,1
2018-10-22,17.39666748046875,17.457332611083984,16.839332580566406,17.3786678314209,84004500,19.542293319702146,20.790953292846684,19.205746860221787,20.734137460725226,-0.6321654297673049,0.012227589345277456,-0.6443930191125824,42.96166392049973,16.81182598518662,17.776399993896487,18.740974002606354,10.852298654857599,0.3031605091994783,1.0273715023236962,17.23111089070638,-2498283000.0,1
2018-10-23,19.609333038330078,19.86199951171875,17.47333335876465,17.591333389282227,285417000,19.459266624450677,20.776863288879397,19.22157376916721,20.7229453769203,-0.44064957099632807,0.1629947584930035,-0.6036443294893316,55.803172562042974,16.119160625126057,18.010400009155273,19.90163939318449,21.001636644026092,0.9227209529045279,1.1300829686755751,18.981555302937824,-2212866000.0,0
2018-10-24,19.233333587646484,20.29599952697754,19.048667907714844,20.06999969482422,300874500,19.380413284301753,20.761799955368044,19.22203493851934,20.708123369066833,-0.31557414413916973,0.2304561482801295,-0.5460302924192992,53.59501667780347,16.039675297190875,18.23333320617676,20.426991115162643,24.062061326699784,0.7279298830901167,1.138457872288941,19.52600034077962,-2513740500.0,1
2018-10-25,20.99066734313965,21.399999618530273,20.067333221435547,21.148000717163086,312610500,19.348639984130855,20.755153293609624,19.291393072033863,20.71093475189343,-0.07379812101642003,0.3777857371223034,-0.4515838581387234,61.302394598291734,15.798375539610207,18.912666702270506,22.026957864930804,32.93339021605473,0.8336233724360679,1.2119013121885729,20.81933339436849,-2201130000.0,1
2018-10-26,22.059999465942383,22.65999984741211,20.44333267211914,20.549999237060547,411382500,19.34257331848144,20.752803287506108,19.39996587179498,20.724358281386454,0.20177138975651232,0.5226841983161886,-0.3209128085596763,65.10079397241262,16.30244985798332,19.85800018310547,23.413550508227623,35.809752163735965,0.8096566046721982,1.2836703024103153,21.721110661824543,-1789747500.0,1
2018-10-29,22.323333740234375,23.143999099731445,21.766666412353516,22.49799919128418,217290000,19.381706657409655,20.752346620559695,19.51460774898868,20.74026848495708,0.4363807617898594,0.6058348562796285,-0.16945409448976917,65.9862172313736,18.049189397559715,20.843333435058597,23.637477472557478,26.810913390649084,0.7648396584630922,1.2903604727651448,22.411333084106445,-1572457500.0,0
