date,close,high,low,open,volume,ma_crossover_signal,rsi_signal,bb_signal,macd_signal,market_regime,target
2018-08-06,6.288525104522705,6.2919907962939625,6.181583488629553,6.228122913033613,207508000,-1,0,0,1,1,1
2018-08-07,6.360813140869141,6.379379626338941,6.310560583813271,6.337296001817354,258132000,-1,0,0,1,1,1
2018-08-08,6.397200584411621,6.442255056773454,6.327144022148155,6.362048832088823,262100000,-1,0,-1,1,1,0
2018-08-09,6.348681926727295,6.4177483698942375,6.341007825023719,6.415025392934629,204280000,-1,0,0,1,1,0
2018-08-10,6.307340621948242,6.339769873125571,6.255602646539737,6.266742440416251,256396000,-1,0,0,1,1,1
2018-08-13,6.34026575088501,6.461070657173897,6.314273051595952,6.316005898215223,375208000,-1,0,0,1,1,1
2018-08-14,6.471714019775391,6.485824677039945,6.362544229686885,6.445721325031748,466220000,-1,0,-1,1,1,0
2018-08-15,6.413540363311768,6.526423267684959,6.3348190861028755,6.492508582940349,591136000,-1,0,0,1,1,0
2018-08-16,6.372941493988037,6.485824866745394,6.312786700298864,6.4833493044833235,801260000,-1,0,0,1,1,0
2018-08-17,6.060533046722412,6.262286890319612,6.033549747938451,6.261544174406769,1143188000,-1,0,0,-1,1,1
2018-08-20,6.135293483734131,6.267980416765601,5.909527199311317,6.019935015221856,854388000,-1,0,0,-1,1,1
2018-08-21,6.270950794219971,6.2754066172986365,6.131827315346505,6.151631340713516,673988000,-1,0,0,-1,1,1
2018-08-22,6.506123065948486,6.511074189973505,6.234807985256849,6.238273677641328,749856000,-1,0,0,1,1,1
2018-08-23,6.605639934539795,6.670993275063893,6.4536437932504995,6.467506565826486,720684000,-1,0,-1,1,1,1
2018-08-24,6.738820552825928,6.7534260378622974,6.60959933491031,6.614055157568579,531512000,-1,0,-1,1,1,1
2018-08-27,6.829920768737793,6.904185756359156,6.737089298128453,6.768527950874283,505776000,-1,0,-1,1,1,0
2018-08-28,6.792293548583984,6.846754984804581,6.672231352005287,6.823980090782348,475384000,-1,0,0,1,1,1
2018-08-29,6.8978071212768555,6.922823363805858,6.763808914736602,6.784614446452978,420108000,-1,0,-1,1,1,0
2018-08-30,6.8809638023376465,6.977809199485982,6.844058552115298,6.866597876583203,346608000,-1,0,0,1,1,1
2018-08-31,6.95205020904541,6.964929891206251,6.850994095960806,6.860901761818458,306592000,-1,0,0,1,1,1
2018-09-04,7.026851177215576,7.06449907805735,6.9104384689570955,6.938922298818097,391720000,-1,-1,0,1,1,0
2018-09-05,6.896072864532471,7.0446845479587985,6.8150796317058235,7.009265539520306,393156000,-1,0,0,1,1,0
2018-09-06,6.754891395568848,6.882201964893648,6.7219493062462226,6.879725048583329,322796000,-1,0,0,1,1,0
2018-09-07,6.733592510223389,6.859169317908161,6.617922897923198,6.662754008180951,295420000,-1,0,0,1,1,1
2018-09-10,6.8046746253967285,6.834397141265278,6.712287984997181,6.756128400638688,220140000,-1,0,0,1,1,0
2018-09-11,6.756874084472656,6.846040721039312,6.737554323727126,6.758359856511895,243112000,-1,0,0,-1,1,0
2018-09-12,6.642938613891602,6.736563988529842,6.487391737673576,6.716996676869585,419092000,-1,0,0,-1,1,1
2018-09-13,6.720711708068848,6.8113645858075245,6.691484754287333,6.708822697645261,305536000,-1,0,0,-1,1,1
2018-09-14,6.846783638000488,6.912915845529068,6.77421182536549,6.811117078927837,386936000,-1,0,0,-1,1,0
2018-09-17,6.784862995147705,6.870314973595446,6.765543704973878,6.821273153434667,205528000,-1,0,0,-1,1,0
2018-09-18,6.712784290313721,6.891613572480644,6.70609713641271,6.788824151171714,299520000,-1,0,0,-1,1,1
2018-09-19,6.736563682556152,6.754397198920956,6.6441770067028925,6.694209494560344,224860000,-1,0,0,-1,1,0
2018-09-20,6.5953826904296875,6.656808616428726,6.541387041874739,6.614454428757377,430584000,-1,0,0,-1,1,0
2018-09-21,6.5252885818481445,6.652847214245925,6.492098932019903,6.607272978910134,435128000,-1,0,1,-1,1,1
2018-09-24,6.581016540527344,6.58448412919698,6.407141062344836,6.494326351362914,293912000,-1,0,0,-1,1,1
2018-09-25,6.648139476776123,6.673155719882226,6.5614492868678465,6.647148804636801,280388000,-1,0,0,-1,1,0
2018-09-26,6.611232757568359,6.693464668408697,6.5953810620061715,6.653091835034165,268548000,-1,0,0,-1,1,1
2018-09-27,6.623123645782471,6.667707201790778,6.591667795601727,6.646406095987588,214428000,-1,0,0,-1,1,1
2018-09-28,6.960471153259277,6.982762928999929,6.727151102587104,6.755139833434281,709396000,-1,0,0,-1,1,1
2018-10-01,7.167043209075928,7.2339180785157,6.99960730444405,7.038246359359098,622060000,-1,0,-1,1,1,0
2018-10-02,7.095707893371582,7.251254275391931,7.073416118129481,7.1395483216912465,383964000,-1,0,-1,1,1,1
2018-10-03,7.101901531219482,7.173482683378901,6.997873381042567,7.166051932500691,320552000,-1,0,0,1,1,0
2018-10-04,6.91762113571167,7.090010345926746,6.8405906008794695,7.06573722855656,391220000,-1,0,0,1,1,0
2018-10-05,6.684053421020508,6.955021830867939,6.626590190606501,6.892852790134913,426636000,-1,0,0,1,1,0
2018-10-08,6.5827507972717285,6.716253442854226,6.441817401550807,6.6008318640940224,408612000,-1,0,0,-1,1,0
2018-10-09,6.577054500579834,6.656809047846213,6.509188492479184,6.562192999881423,273500000,-1,0,0,-1,1,0
2018-10-10,6.085397243499756,6.516866388412351,6.083167876806254,6.471044139404181,684940000,-1,0,1,-1,1,0
2018-10-11,5.823841094970703,6.1317148034914855,5.802292439219106,5.998211685385783,725436000,-1,1,1,-1,1,1
2018-10-12,6.106449604034424,6.180755676857309,5.935794178537706,6.080938263373666,608236000,-1,0,0,-1,1,0
2018-10-15,5.830033302307129,6.093075911714074,5.82904263008019,6.093075911714074,449760000,-1,0,1,-1,1,1
2018-10-16,6.088864803314209,6.100010691881584,5.893440664694867,5.942730029841307,408712000,1,0,0,-1,1,0
2018-10-17,6.020254135131836,6.189176214754611,5.971212332484595,6.151032275524479,329668000,1,0,0,-1,1,0
2018-10-18,5.932821750640869,6.127998319168064,5.872386503168687,6.089607296619251,524020000,1,0,0,-1,1,0
2018-10-19,5.676218509674072,6.007622127176373,5.639808836074752,5.988055293633663,613608000,1,0,0,-1,1,1
2018-10-22,5.726995944976807,5.828547172807989,5.624206494943401,5.728482189558338,368844000,1,0,0,-1,1,0
2018-10-23,5.475345611572266,5.552871242748401,5.367601887548083,5.459740992960799,626436000,1,0,0,-1,1,0
2018-10-24,4.939106464385986,5.4835202746729905,4.925236109018616,5.436955375247235,884288000,1,1,1,-1,1,1
2018-10-25,5.147906303405762,5.195214329128974,4.797182810733507,4.841518819661817,951720000,1,0,0,-1,1,0
2018-10-26,4.911365032196045,5.073599034113915,4.7833113413738975,4.911860132001553,664784000,1,1,0,-1,1,0
2018-10-29,4.5975470542907715,5.056013744296567,4.359520726942718,5.0525461558257305,758016000,1,1,0,-1,1,1
2018-10-30,5.028024673461914,5.037932338377751,4.597546742730939,4.620581638479142,807192000,1,0,0,-1,1,1
2018-10-31,5.221963882446289,5.265556765000073,5.053041757815093,5.1927369274522786,745772000,1,0,0,-1,1,1
2018-11-01,5.402280330657959,5.411692426473624,5.131806941476014,5.258374426396487,566528000,1,0,0,-1,1,0
2018-11-02,5.323267459869385,5.4986291867736385,5.206607191866129,5.392867257324554,452960000,1,0,0,-1,1,0
2018-11-05,5.245246410369873,5.333422848967676,5.084498155500497,5.310139926660572,379332000,1,0,0,1,1,0
2018-11-06,5.227660179138184,5.32153308768528,5.190506906599606,5.23731982213188,299012000,1,0,0,1,1,1
2018-11-07,5.295279026031494,5.384941238849331,5.23063305813095,5.294288353820447,483812000,1,0,0,1,1,0
2018-11-08,5.102084636688232,5.236825516216669,5.048584081368131,5.236082393895384,511352000,1,0,0,1,1,0
2018-11-09,5.094157695770264,5.184563026836369,4.979479243129281,5.013164458926352,413240000,1,0,0,1,1,0
2018-11-12,4.694640159606934,5.024805614719028,4.672843483561452,5.002761388752705,617116000,1,0,0,1,1,1
2018-11-13,4.936629295349121,5.057995371032563,4.7862838158697665,4.7924763434195174,644712000,-1,0,0,1,1,0
2018-11-14,4.884118556976318,5.124126176223667,4.776127765640815,5.109760253218967,526580000,-1,0,0,1,1,1
2018-11-15,5.0129170417785645,5.084993758604828,4.842261119155634,4.8781757025975505,840708000,-1,0,0,1,1,0
2018-11-16,4.072701454162598,4.227009645480988,4.002853625614714,4.045208290617297,1963520000,-1,1,1,-1,1,0
2018-11-19,3.5840160846710205,4.008054206504337,3.5822822904240104,4.007311556761476,1697820000,-1,1,1,-1,1,1
2018-11-20,3.692502498626709,3.820803746237107,3.301901800762086,3.3204782015703618,1692032000,-1,1,1,-1,1,0
2018-11-21,3.584264039993286,3.8465635180589564,3.5570186649997897,3.829720909724152,1025496000,-1,1,1,-1,1,1
2018-11-23,3.591447114944458,3.7051349018777193,3.536708577111234,3.549588260861614,411968000,-1,1,0,-1,1,1
2018-11-26,3.7908339500427246,3.8012367157143805,3.6300857095461447,3.7125651851629966,814832000,-1,0,0,-1,1,1
2018-11-27,3.807676315307617,3.888917327543141,3.728912219373529,3.764826560897389,738060000,-1,0,0,-1,1,1
2018-11-28,3.9647092819213867,3.9699106645726707,3.792815159672006,3.9253271147482387,804524000,-1,0,0,-1,1,0
2018-11-29,3.901486396789551,4.0041308830363205,3.8712385366904876,3.9669409066160366,549172000,-1,0,0,-1,1,1
2018-11-30,4.0519819259643555,4.062642897062935,3.860824765133097,3.9111553402088313,729564000,-1,0,0,1,1,1
2018-12-03,4.215866565704346,4.330908031181536,4.148924321407802,4.279337751684604,890804000,-1,0,0,1,1,0
2018-12-04,3.8952882289886475,4.176197094148096,3.880164062169579,4.171238304414348,812112000,-1,0,0,1,1,1
2018-12-06,3.924543857574463,3.9295024101414544,3.739089357186723,3.7547091169776468,692308000,-1,0,0,1,1,0
2018-12-07,3.6597506999969482,3.9389242558198987,3.6104120219115874,3.9287588793414794,681676000,-1,0,0,1,1,1
2018-12-10,3.765122652053833,3.7899161266160215,3.6111556904794924,3.6148747825982497,629472000,-1,0,0,1,1,0
2018-12-11,3.6741316318511963,3.865040565509055,3.5950406764388196,3.856858750688745,671912000,-1,0,0,1,1,1
2018-12-12,3.6917340755462646,3.7879322669618105,3.5905770950272795,3.6798331708564738,654136000,-1,0,0,1,1,0
2018-12-13,3.691486358642578,3.8028087245183233,3.655536080346519,3.738593913379882,471384000,-1,0,0,1,1,0
2018-12-14,3.6309914588928223,3.733635966251187,3.607437676209854,3.649834248591045,471820000,-1,0,0,1,1,0
2018-12-17,3.559833288192749,3.673138974747846,3.501816730576885,3.600990387903989,662868000,-1,0,0,1,1,1
