date,close,high,low,open,volume,ma_crossover_signal,rsi_signal,bb_signal,macd_signal,market_regime,target
2018-01-02,40.38100051879883,40.39037927837602,39.67774378235682,39.88872294945866,102223600,-1,0,0,-1,1,0
2018-01-03,40.37397766113281,40.91783138118894,40.3106871154837,40.44430406658139,118071600,-1,1,0,-1,1,1
2018-01-04,40.56150436401367,40.664649258385666,40.33880711131893,40.446637808563274,89738400,-1,0,0,-1,1,1
2018-01-05,41.02330780029297,41.110041649304335,40.56619165733656,40.65761488592784,94640000,-1,-1,0,-1,1,0
2018-01-08,40.87092590332031,41.16629235198512,40.77246684348444,40.87092590332031,82271200,-1,-1,0,-1,1,0
2018-01-09,40.86624526977539,41.037370056869754,40.6505803215452,40.91781771141178,86336000,-1,-1,0,-1,1,0
2018-01-10,40.856868743896484,40.859215222157154,40.554469935001535,40.591977817686534,95839600,-1,-1,0,-1,1,1
2018-01-11,41.08893966674805,41.138169203807585,40.90375033141539,40.92719007248573,74670800,-1,-1,0,-1,1,1
2018-01-12,41.51323699951172,41.576531096215895,41.175673253020285,41.29991496847226,101672400,-1,-1,0,-1,1,0
2018-01-16,41.30226135253906,42.05240102251029,41.290539693628176,41.703115617875326,118263600,-1,-1,0,-1,1,1
2018-01-17,41.984432220458984,42.01959362953672,41.03972420911403,41.29289350837181,137547200,-1,-1,0,-1,1,1
2018-01-18,42.02192687988281,42.21884145633942,41.78516510025594,42.04771309960045,124773600,-1,-1,0,-1,1,0
2018-01-19,41.83439636230469,42.09694437246694,41.588255814303395,41.86955776475558,129700400,-1,-1,0,-1,1,0
2018-01-22,41.49215316772461,41.67499965824,41.39838702072413,41.56247956644958,108434400,-1,0,0,-1,1,1
2018-01-23,41.50152587890625,42.06413345823558,41.44995700499302,41.56247709007928,130756400,-1,0,0,-1,1,0
2018-01-24,40.8404541015625,41.56246462005955,40.60134586266364,41.55074296166244,204420400,-1,0,0,-1,1,0
2018-01-25,40.111412048339844,41.01157962956729,39.97544867769382,40.908434756873895,166116000,-1,0,0,-1,1,1
2018-01-26,40.20519256591797,40.32005913837438,39.86528580601339,40.32005913837438,156572000,-1,0,0,-1,1,0
2018-01-29,39.37300109863281,39.88872197739946,39.164368414983855,39.88872197739946,202561600,-1,1,0,-1,1,0
2018-01-30,39.140926361083984,39.2346924959149,38.60879442469922,38.80336255257468,184192800,-1,1,1,-1,1,1
2018-01-31,39.248748779296875,39.485514121767004,39.030740952174725,39.11747478744508,129915600,-1,1,0,-1,1,1
2018-02-01,39.33080291748047,39.52771393582206,39.09169463695222,39.18780724481486,188923200,-1,0,0,-1,1,0
2018-02-02,37.624237060546875,39.101076987659056,37.530470922328185,38.91354113427278,346375200,-1,1,1,-1,1,0
2018-02-05,36.68421173095703,38.41656710692607,36.56934519233104,37.29604514936819,290954000,-1,1,1,-1,1,1
2018-02-06,38.21731185913086,38.379061467695124,36.10050954041684,36.29507765093991,272975200,-1,0,0,-1,1,0
2018-02-07,37.39918899536133,38.30404607461317,37.28901540532446,38.23137678935655,206434400,-1,0,0,-1,1,0
2018-02-08,36.37007522583008,37.741426630448146,36.34194611457949,37.574987709339176,217562000,-1,1,0,-1,1,1
2018-02-09,36.814945220947266,37.16329865334211,35.362684244764615,36.970293332303825,282690400,-1,0,0,-1,1,1
2018-02-12,38.29780578613281,38.57554611224318,37.07385489575755,37.3068770612048,243278000,-1,0,0,-1,1,1
2018-02-13,38.68146514892578,38.77796960748867,38.048306830765405,38.1189199368244,130196800,-1,0,0,-1,1,1
2018-02-14,39.394649505615234,39.434662760544875,38.33781974683445,38.375476956953584,162579600,-1,0,0,-1,1,1
2018-02-15,40.71746063232422,40.740995941616454,39.77831451733618,39.96425890433248,204588800,-1,0,0,-1,1,0
2018-02-16,40.58565139770508,41.148200289876534,40.430306849764094,40.56917703889979,160704400,-1,0,0,-1,1,0
2018-02-20,40.44913864135742,41.01638886881012,40.347925665247075,40.49621285724324,135722000,-1,0,0,1,1,0
2018-02-21,40.26554489135742,40.98343473257969,40.25141939484181,40.679803000841424,149886400,-1,0,0,1,1,1
2018-02-22,40.60211944580078,40.943411905444705,40.41617508774313,40.437357940269045,123967600,-1,0,0,1,1,1
2018-02-23,41.30824661254883,41.34355136962207,40.84691076811192,40.87751061859656,135249600,-1,0,0,1,1,1
2018-02-26,42.125003814697266,42.22386074238521,41.475371036376885,41.5083233456062,152648800,-1,0,0,1,1,0
2018-02-27,41.98847961425781,42.48041172327539,41.93434445561561,42.15559717989041,155712400,-1,0,0,1,1,0
2018-02-28,41.9249153137207,42.51335171141623,41.90844096218122,42.193242167408634,151128400,-1,0,0,1,1,0
2018-03-01,41.19057083129883,42.31566156439683,40.63979491757961,42.02379565526898,195208000,-1,0,0,1,1,1
2018-03-02,41.47536087036133,41.49654372291683,40.590350053929036,40.67273260257573,153816000,-1,0,0,1,1,1
2018-03-05,41.61894607543945,41.835490315892,41.077583678542055,41.23999275676447,113605600,-1,0,0,1,1,0
2018-03-06,41.58363342285156,41.955525751096125,41.45653270912497,41.875499242767106,95154000,-1,0,0,1,1,0
2018-03-07,41.197635650634766,41.3906446388632,41.01875216204724,41.176452788473036,126814000,-1,0,0,1,1,1
2018-03-08,41.64719009399414,41.689555805988924,41.207040658898826,41.30354153339762,95096400,-1,0,0,1,1,1
2018-03-09,42.362728118896484,42.36743661748297,41.753108642868185,41.88727391609229,128740800,-1,0,0,1,1,1
2018-03-12,42.77227783203125,42.92997840234038,42.416863435501575,42.43569024525722,128828400,-1,0,0,1,1,0
2018-03-13,42.3603630065918,43.19123497797366,42.188540570618734,42.97704325044786,126774000,-1,0,0,1,1,0
2018-03-14,42.0002555847168,42.489835316423324,41.8519683972268,42.442761101968,117473600,-1,0,0,1,1,1
2018-03-15,42.04967498779297,42.42392336815364,41.91316086691825,42.01437023093428,90975200,-1,0,0,1,1,0
2018-03-16,41.901397705078125,42.16030767446724,41.80724568677387,42.049681297667405,157618800,-1,0,0,1,1,0
2018-03-19,41.26117706298828,41.77193962497624,40.875162778781466,41.73663486391824,133787200,-1,0,0,-1,1,0
2018-03-20,41.24705505371094,41.61423893390935,41.176441940242285,41.24705505371094,78597600,-1,0,0,-1,1,0
2018-03-21,40.312618255615234,41.21174757208427,40.31026221047947,41.1999781210021,148219600,-1,0,1,-1,1,0
2018-03-22,39.743003845214844,40.64448542985486,39.68416019344019,40.01368320676567,165963200,-1,0,1,-1,1,0
2018-03-23,38.82267761230469,39.994841828257,38.82267761230469,39.63471906557569,164115200,-1,0,1,-1,1,1
2018-03-26,40.665679931640625,40.74335399835745,39.17575794250631,39.559419777386694,150164800,-1,0,0,-1,1,0
2018-03-27,39.622962951660156,41.225863550656555,39.28873141985822,40.87986256946427,163690400,-1,0,0,-1,1,0
2018-03-28,39.185176849365234,40.01840525182177,38.881545083694505,39.36641636381434,166674000,-1,0,0,-1,1,1
2018-03-29,39.491153717041016,40.425591251933724,39.28402290078317,39.4982146683651,153594000,-1,0,0,-1,1,0
2018-04-02,39.23225784301758,39.76420702557607,38.71208170667024,39.222844434195295,150347200,-1,0,0,-1,1,1
2018-04-03,39.634735107421875,39.719470120673925,38.808571421863356,39.45820412910777,121112000,-1,0,0,-1,1,1
2018-04-04,40.39263916015625,40.4867875726584,38.782677602260065,38.80856895442792,138422000,-1,0,0,-1,1,1
2018-04-05,40.67273712158203,41.009321121354404,40.50326709924583,40.62095441522754,107732800,-1,0,0,-1,1,0
2018-04-06,39.63238525390625,40.59741917707772,39.5900159487348,40.242004743708065,140021200,-1,0,0,-1,1,1
2018-04-09,40.025455474853516,40.74099275056252,39.978381268424144,39.98544221981196,116070800,-1,0,0,-1,1,1
2018-04-10,40.77865982055664,40.95519081545083,40.37381511827673,40.719816155591914,113634400,-1,0,0,1,1,0
2018-04-11,40.58800506591797,40.936358540960995,40.413826532630395,40.53857480933227,89726400,-1,0,0,1,1,1
2018-04-12,40.9881477355957,41.19057010950946,40.729234144008565,40.81632522019662,91557200,-1,0,0,1,1,1
2018-04-13,41.12700653076172,41.388272503790546,40.91987930647764,41.138775980120656,100497200,-1,0,0,1,1,1
2018-04-16,41.383575439453125,41.47066291645523,41.15055322750271,41.197627442327295,86313600,-1,0,0,1,1,1
2018-04-17,41.95315933227539,42.11792079208603,41.52242349278655,41.54125388698355,106421600,-1,0,0,1,1,0
2018-04-18,41.8590202331543,42.08968993935178,41.63306261636813,41.85195928210045,83018000,-1,0,0,1,1,0
2018-04-19,40.67273712158203,41.28235655639959,40.639784816768426,40.89869475700905,139235200,-1,0,0,1,1,0
2018-04-20,39.00628662109375,40.30084717404898,38.938025962498145,40.15491604282429,261964400,-1,0,0,-1,1,0
2018-04-23,38.89330291748047,39.28873054920499,38.62261995362777,39.26754769569081,146062000,-1,0,0,-1,1,0
2018-04-24,38.35193634033203,39.14985605824976,37.947091757459134,38.99450796659433,134768000,-1,0,0,-1,1,1
2018-04-25,38.51905059814453,38.93566463219687,38.2271884022357,38.27661505536743,113528400,-1,0,0,-1,1,1
2018-04-26,38.65321731567383,39.00863167071187,38.45314746794144,38.62967841892952,111852000,-1,0,0,-1,1,0
2018-04-27,38.206024169921875,38.67912603811115,37.808240340386774,38.60145195380551,142623200,-1,0,0,-1,1,1
2018-04-30,38.89801025390625,39.36875951624266,38.09302944629481,38.16129010059142,169709600,-1,0,0,-1,1,1
2018-05-01,39.801841735839844,39.82537703822418,38.900356690154524,39.168683559746505,214277600,-1,0,0,-1,1,1
2018-05-02,41.56010055541992,41.837840897640554,40.908111818221585,41.2446958185261,266157600,-1,0,0,1,1,1
2018-05-03,41.63542175292969,41.7790004332913,41.05875457793153,41.397694649049576,136272800,-1,0,0,1,1,1
2018-05-04,43.2689208984375,43.36777781715899,41.93669956186944,41.95552996422572,224805200,-1,0,-1,1,1,1
2018-05-07,43.58197021484375,44.17275928199006,43.48546574823855,43.58667512184981,169805600,-1,0,0,1,1,1
2018-05-08,43.79145050048828,43.8314637564863,43.23125773345237,43.541953968070146,113611200,-1,0,0,1,1,1
2018-05-09,44.099796295166016,44.109209701260625,43.596094668095986,43.90914339584278,92844800,-1,-1,0,1,1,1
2018-05-10,44.73059844970703,44.80827251787199,44.168053160450754,44.18923960924648,111957200,-1,-1,0,1,1,0
2018-05-11,44.56047821044922,44.90781348080531,44.29111653194672,44.77313444424495,104848800,-1,-1,0,1,1,0
2018-05-14,44.45650863647461,44.7825793299708,44.387988363034815,44.65971153736071,83115200,-1,0,0,1,1,0
2018-05-15,44.05246353149414,44.20132250361029,43.735846179883595,44.13279863168529,94780800,-1,0,0,1,1,1
2018-05-16,44.46359634399414,44.52975869729785,43.94850272011563,43.96504420978689,76732400,-1,0,0,1,1,0
