date,close,high,low,open,volume,sma_50,sma_200,ema_50,ema_200,macd_12_26_9,macdh_12_26_9,macds_12_26_9,rsi_14,bbl_5_2_0_2_0,bbm_5_2_0_2_0,bbu_5_2_0_2_0,bbb_5_2_0_2_0,bbp_5_2_0_2_0,atrr_14,vwap_d,obv,target
2019-10-16,88.87149810791016,89.31199645996094,88.5260009765625,88.66649627685547,55268000,89.01668991088869,89.59786739349363,89.23197572155689,89.59786739349366,-0.6633421822404841,0.34507009988689674,-1.0084122821273809,54.25469903928127,84.88727067307562,87.33420104980469,89.78113142653376,5.60360167566803,0.8141276663867414,1.4692233264227388,88.90316518147786,1449398000.0,1
2019-10-17,89.3740005493164,89.94249725341797,89.10099792480469,89.82450103759766,52948000,89.0107699584961,89.65995491027829,89.2375453226455,89.59563986270584,-0.44812281111632046,0.4482315768088484,-0.8963543879251689,56.42698517104534,85.5278097159157,88.00640106201173,90.48499240810777,5.632752427518437,0.7758824058388532,1.4407787420716727,89.47249857584636,1502346000.0,0
2019-10-18,87.87550354003906,89.6989974975586,87.45999908447266,89.38999938964844,67250000,88.93539001464843,89.72426242828367,89.18413191940603,89.57852407840069,-0.3939350560056596,0.40193546553560755,-0.7958705215412671,48.960461728062064,86.30171640623858,88.26230163574219,90.2228868652458,4.4426333625309855,0.4013564700267941,1.4977944328584059,88.34483337402344,1435096000.0,1
2019-10-21,89.28299713134766,89.29399871826172,88.25,88.48300170898438,42608000,88.9134700012207,89.77682991027831,89.18800898654099,89.57558351176336,-0.23471228268344646,0.44892659108625654,-0.683638873769703,54.98549309323583,87.49047191567325,88.75460052490234,90.01872913413143,2.848592865615809,0.7089963800311218,1.4921302003844237,88.9423319498698,1477704000.0,0
2019-10-22,88.2864990234375,89.48899841308594,88.0999984741211,89.40750122070312,42234000,88.89427993774413,89.81088489532469,89.15265565465458,89.56275680043674,-0.18678303831632093,0.3974846683627057,-0.5842677066790266,50.445168636486876,87.44693990402385,88.73809967041016,90.02925943679648,2.9100460144671176,0.32511821591351153,1.484763753140168,88.62516530354817,1435470000.0,0
2019-10-23,88.1084976196289,88.50250244140625,87.0999984741211,88.06500244140625,42764000,88.83210983276368,89.83728237152098,89.111708280732,89.5482865598317,-0.16130259658530122,0.33837208807498037,-0.4996746846602816,49.65640716076813,87.19652038193364,88.58549957275392,89.9744787635742,3.135906435069618,0.32829046098116427,1.4788880541505245,87.90366617838542,1392706000.0,1
2019-10-24,89.03900146484375,89.41699981689453,88.01349639892578,88.55449676513672,88922000,88.84992980957031,89.86762237548828,89.10885703305011,89.54321904644873,-0.06527285433919872,0.3475214642568663,-0.412794318596065,53.72937435970259,87.29753763879705,88.51849975585938,89.73946187292171,2.758659761360241,0.7131522762707463,1.4735034372803977,88.82316589355469,1481628000.0,0
2019-10-25,88.06649780273438,88.21050262451172,84.75,84.87750244140625,192528000,88.83513977050781,89.89389987945556,89.06798020048872,89.52852530273017,-0.06687066631648975,0.2767389218236602,-0.34360958814014997,49.245144379316216,87.427843275907,88.55669860839845,89.6855539408899,2.549452159420038,0.28287704741484904,1.6746104392492085,87.00900014241536,1289100000.0,1
2019-10-28,88.85399627685547,88.93499755859375,87.125,87.40299987792969,74178000,88.81964965820312,89.9280298614502,89.05958867407173,89.52181357112943,-0.004540063333863031,0.27125561984502955,-0.2757956831788926,52.68853025015378,87.57737598434332,88.47089843750001,89.3644208906567,2.019923995205989,0.7143750489996226,1.6842809477738188,88.3046646118164,1363278000.0,0
2019-10-29,88.135498046875,88.8499984741211,87.79049682617188,88.7405014038086,45538000,88.76623962402343,89.9644048690796,89.02334982594637,89.5080193868085,-0.012969904832146995,0.21026062267739648,-0.22323052750954347,49.395781295998226,87.50672158646456,88.4406982421875,89.37467489791042,2.112096974099667,0.33661251411243304,1.639939412267374,88.25866444905598,1317740000.0,1
