date,close,high,low,open,volume,sma_50,sma_200,ema_50,ema_200,macd_12_26_9,macdh_12_26_9,macds_12_26_9,rsi_14,bbl_5_2_0_2_0,bbm_5_2_0_2_0,bbu_5_2_0_2_0,bbb_5_2_0_2_0,bbp_5_2_0_2_0,atrr_14,vwap_d,obv,target
2019-10-16,51.3095817565918,51.42894654855469,51.0065707400085,51.226942706859404,8912300,49.19052841186523,48.76105667114256,49.8757768104032,48.761056671142576,0.6298750380285227,0.23953887207631974,0.390336165952203,57.8558040471715,50.62234349923273,51.61626052856446,52.61017755789619,3.851177978233038,0.3457221463551837,1.0034503662797196,51.24836634838499,293726300.0,0
2019-10-17,50.556636810302734,51.64012473941414,50.49236239948195,51.42893338649705,9917700,49.226464157104495,48.80971368789671,49.90247720255613,48.77892314018895,0.5700599684259444,0.1437790419789931,0.4262809264469513,52.81824623606954,50.2576169379634,51.53729095458985,52.8169649712163,4.966011961140868,0.11683439237425063,1.0137583643977535,50.89637464973294,283808600.0,0
2019-10-18,50.088356018066406,50.74028429328087,49.748619290555006,50.4556414280794,12562900,49.22908409118653,48.85801544189452,49.90976656787026,48.79195232305341,0.4793441672948049,0.04245059267828283,0.43689357461652206,49.90773819854533,49.58306150931283,51.10756835937501,52.63207520943719,5.965875110090345,0.16572392204501052,1.0121802671354758,50.192419867300764,271245700.0,1
2019-10-21,50.62092590332031,50.77701994553244,50.33627949948834,50.556651473857244,8256600,49.25606735229493,48.90026788711547,49.93765516926046,48.81015106514562,0.44529212970753207,0.0067188440728079835,0.4385732856347241,53.07472734401942,49.5506666112119,50.86332550048829,52.17598438976467,5.161514220157639,0.4076684738326804,0.9890719571590869,50.578075116113695,279502300.0,0
2019-10-22,49.684349060058594,50.89638611156568,49.60171001096977,50.70356283125627,7777100,49.27620292663575,48.934497051239,49.92772159635059,48.81884955265719,0.3388259460418368,-0.07979787167430985,0.41862381771614665,47.39929081713233,49.22867264457487,50.45196990966798,51.67526717476109,4.849353820211058,0.1862492578404643,1.0109008245474318,50.060815060864684,271725200.0,1
2019-10-23,49.70270919799805,50.16181420647065,49.46397263208408,49.58334091504106,10491000,49.28354209899903,48.96687692642211,49.918897580728924,48.827644175993925,0.2530156314266563,-0.1324865490315923,0.3855021804582486,47.517769710519495,49.23285275724424,50.13059539794923,51.02833803865422,3.5816157122351506,0.2616877150810359,0.988539449535942,49.7761653455176,282216200.0,1
2019-10-24,49.82207107543945,50.180175903445864,49.528244167351914,50.014897829809996,6449200,49.32343490600586,49.00030504226684,49.91510046287444,48.83753897101328,0.19242370414312404,-0.15446278105209965,0.3468864851952237,48.332550531909774,49.201569434489805,49.98368225097657,50.76579506746334,3.1294725849113894,0.39668295153180594,0.9644960414329425,49.843497048745746,288665400.0,0
2019-10-25,49.73943328857422,49.96898578520458,49.59251983083851,49.620068512265476,6307000,49.35673858642578,49.033139438629135,49.908211554078356,48.846513043824835,0.13616634559106444,-0.16857611168332742,0.30474245727439186,47.779496196256794,49.11636902120561,49.913897705078135,50.71142638895066,3.1956177359052016,0.3906218547170139,0.9224938923567373,49.76697963487244,282358400.0,1
2019-10-28,50.170997619628906,50.20772686304258,49.83126087478603,49.904715858919936,7280200,49.38039100646972,49.0660100364685,49.9185168899823,48.85969199482786,0.12496509854079108,-0.14382188698688064,0.2687869855276717,50.936930693478395,49.42169767458031,49.82391204833985,50.22612642209939,1.6145435282934324,0.931468383445388,0.8900510125075677,50.06999511915251,289638600.0,1
2019-10-29,50.317909240722656,50.786198320297395,50.09754079372904,50.24445425928922,8333900,49.40186241149902,49.10011178970336,49.93417933510938,48.87420161916513,0.12648453460242592,-0.11384196074019665,0.24032649534262257,52.00088221233612,49.39740432674679,49.95062408447266,50.50384384219853,2.2150664495815198,0.8319523129106994,0.8756657635119097,50.40054945158303,297972500.0,1
