date,close,high,low,open,volume,sma_50,sma_200,ema_50,ema_200,macd_12_26_9,macdh_12_26_9,macds_12_26_9,rsi_14,bbl_5_2_0_2_0,bbm_5_2_0_2_0,bbu_5_2_0_2_0,bbb_5_2_0_2_0,bbp_5_2_0_2_0,atrr_14,vwap_d,obv,target
2019-10-16,17.316667556762695,17.47333335876465,17.128000259399414,17.159332275390625,100261500,15.61605337142944,17.015890026092524,15.905203529821346,17.015890026092528,0.3587046477732727,0.1309218341183006,0.2277828136549721,66.21986770539472,16.00570321474563,16.89640007019043,17.787096925635232,10.543036998942968,0.7359206075575447,0.5621474071616077,17.306000391642254,-1909177500.0,1
2019-10-17,17.46466636657715,17.652000427246094,17.344667434692383,17.5,71539500,15.654120044708248,16.999840021133416,15.966358935184319,17.020355462316257,0.4068533306319573,0.14325641358158814,0.26359691705036914,67.55734363078793,16.40813869381509,17.126133346557616,17.84412799930014,8.384784098237143,0.7357489841508131,0.54594636882745,17.487111409505207,-1837638000.0,0
2019-10-18,17.1299991607666,17.520000457763672,17.00666618347168,17.3799991607666,86247000,15.678986682891841,16.985370016098013,16.011991885207156,17.02144644439039,0.4132430534265872,0.11971690910097443,0.29352614432561275,61.61633593843992,16.959867356911264,17.246933364868166,17.53399937282507,3.3288933387039426,0.2963287173326348,0.5436169335034887,17.218888600667317,-1923885000.0,0
2019-10-21,16.899999618530273,17.299999237060547,16.678667068481445,17.222000122070312,75304500,15.703640022277828,16.963973350524896,16.046815717886492,17.02023801826243,0.395192382122314,0.08133299023736096,0.31385939188495304,57.85105544800182,16.778176558828797,17.2007999420166,17.623423325204406,4.913996844477652,0.14412721177727772,0.5491680217231754,16.95955530802409,-1999189500.0,1
2019-10-22,17.038667678833008,17.222000122070312,16.72333335876465,16.954666137695312,69012000,15.739066715240472,16.937513351440423,16.08571187321773,17.0204213979696,0.3876083409579607,0.05899915925840615,0.32860918169955455,59.45956634450289,16.722688002329086,17.17000007629395,17.61731215025881,5.210391053899317,0.35319824222846996,0.5455607889790673,16.994667053222656,-1930177500.0,0
2019-10-23,16.978666305541992,17.076000213623047,16.75666618347168,16.96666717529297,78916500,15.76530670166015,16.910623350143428,16.120729694093193,17.020005924413105,0.3724628049574541,0.035082898606319635,0.33737990635113446,58.42066752801222,16.663838103652026,17.102399826049805,17.540961548447584,5.128657110796537,0.3589326037948369,0.5294017347770889,16.937110900878906,-2009094000.0,1
2019-10-24,19.978666305541992,20.32866668701172,19.280000686645508,19.891332626342773,445813500,15.872053375244134,16.89767334938049,16.272021325914714,17.04944533119051,0.5956682932196493,0.20663070949481183,0.3890375837248375,78.57616391939003,14.946258471805647,17.605199813842773,20.264141155879898,30.20631824861686,0.9463179488346306,0.7308730666837059,19.862444559733074,-1563280500.0,1
2019-10-25,21.875333786010742,22.0,19.74066734313965,19.847999572753906,450091500,16.022040042877194,16.892060022354123,16.49175906944789,17.097464121785734,0.9150572549072571,0.42081573694593566,0.49424151796132143,83.89237413819535,14.018348155091296,18.554266738891602,23.09018532269191,48.89353643162375,0.866085389956081,0.8400487516963234,21.205333709716797,-1113189000.0,0
2019-10-28,21.847333908081055,22.722667694091797,21.50666618347168,21.836000442504883,283054500,16.165733375549312,16.885543355941767,16.70178161213939,17.144726507719025,1.1526291604982326,0.5267101140295289,0.6259190464687037,83.56271352146315,14.666539141006822,19.543733596801758,24.420928052596693,49.91057037937793,0.7361603922253118,0.8669025201908801,22.025555928548176,-1396243500.0,0
2019-10-29,21.08133316040039,21.6200008392334,20.983333587646484,21.332666397094727,190264500,16.28492004394531,16.879483356475824,16.873528731679034,17.18389672316859,1.2645201475650865,0.5108808808771061,0.7536392666879803,74.8923057604324,16.277066810278114,20.352266693115233,24.42746657595235,40.04664388773637,0.5894516205641412,0.8666952202082866,21.228222529093426,-1586508000.0,0
2019-10-30,21.000667572021484,21.252666473388672,20.6646671295166,20.866666793823242,144627000,16.403786735534666,16.86967669486999,17.03537731365325,17.221874542560162,1.3313386785580086,0.46215952949602257,0.869179149061986,74.02128718527558,19.603863233028395,21.156666946411132,22.70947065979387,14.679095883259093,0.44976848231196986,0.8467883718985568,20.972667058308918,-1731135000.0,0
2019-10-31,20.994667053222656,21.266666412353516,20.866666793823242,20.873332977294922,76005000,16.52924007415771,16.85930003166198,17.190643577950087,17.259414766546854,1.3680387548612956,0.39908768463944755,0.968951070221848,73.95238585879164,20.441549980816195,21.359867095947266,22.278184211078337,8.598528361679822,0.3011579895946486,0.814874889515108,21.042666753133137,-1807140000.0,0
2019-11-01,20.887332916259766,21.09866714477539,20.65333366394043,21.08799934387207,95758500,16.650786724090572,16.84796669960021,17.335611787295566,17.2955134546037,1.37263992331998,0.32295108247850557,1.0496888408414744,72.64970345376265,20.384025428227392,21.16226692199707,21.940508415766747,7.354991756206759,0.3233620232676314,0.7884790746093833,20.879777908325195,-1902898500.0,1
2019-11-04,21.1646671295166,21.46266746520996,20.617332458496094,20.98666763305664,131805000,16.79221340179443,16.853036699295036,17.48577082032384,17.334012496145125,1.3827257341577273,0.26642951465300224,1.116296219504725,73.9276615308495,20.818026989383767,21.02573356628418,21.233440143184595,1.9757367917329793,0.8344467115719526,0.7925402126168464,21.08155568440755,-1771093500.0,0
